B16004_001E,B16004_001EA,B16004_001M,B16004_001MA,B16004_002E,B16004_002EA,B16004_002M,B16004_002MA,B16004_003E,B16004_003EA,B16004_003M,B16004_003MA,B16004_004E,B16004_004EA,B16004_004M,B16004_004MA,B16004_005E,B16004_005EA,B16004_005M,B16004_005MA,B16004_006E,B16004_006EA,B16004_006M,B16004_006MA,B16004_007E,B16004_007EA,B16004_007M,B16004_007MA,B16004_008E,B16004_008EA,B16004_008M,B16004_008MA,B16004_009E,B16004_009EA,B16004_009M,B16004_009MA,B16004_010E,B16004_010EA,B16004_010M,B16004_010MA,B16004_011E,B16004_011EA,B16004_011M,B16004_011MA,B16004_012E,B16004_012EA,B16004_012M,B16004_012MA,B16004_013E,B16004_013EA,B16004_013M,B16004_013MA,B16004_014E,B16004_014EA,B16004_014M,B16004_014MA,B16004_015E,B16004_015EA,B16004_015M,B16004_015MA,B16004_016E,B16004_016EA,B16004_016M,B16004_016MA,B16004_017E,B16004_017EA,B16004_017M,B16004_017MA,B16004_018E,B16004_018EA,B16004_018M,B16004_018MA,B16004_019E,B16004_019EA,B16004_019M,B16004_019MA,B16004_020E,B16004_020EA,B16004_020M,B16004_020MA,B16004_021E,B16004_021EA,B16004_021M,B16004_021MA,B16004_022E,B16004_022EA,B16004_022M,B16004_022MA,B16004_023E,B16004_023EA,B16004_023M,B16004_023MA,B16004_024E,B16004_024EA,B16004_024M,B16004_024MA,B16004_025E,B16004_025EA,B16004_025M,B16004_025MA,B16004_026E,B16004_026EA,B16004_026M,B16004_026MA,B16004_027E,B16004_027EA,B16004_027M,B16004_027MA,B16004_028E,B16004_028EA,B16004_028M,B16004_028MA,B16004_029E,B16004_029EA,B16004_029M,B16004_029MA,B16004_030E,B16004_030EA,B16004_030M,B16004_030MA,B16004_031E,B16004_031EA,B16004_031M,B16004_031MA,B16004_032E,B16004_032EA,B16004_032M,B16004_032MA,B16004_033E,B16004_033EA,B16004_033M,B16004_033MA,B16004_034E,B16004_034EA,B16004_034M,B16004_034MA,B16004_035E,B16004_035EA,B16004_035M,B16004_035MA,B16004_036E,B16004_036EA,B16004_036M,B16004_036MA,B16004_037E,B16004_037EA,B16004_037M,B16004_037MA,B16004_038E,B16004_038EA,B16004_038M,B16004_038MA,B16004_039E,B16004_039EA,B16004_039M,B16004_039MA,B16004_040E,B16004_040EA,B16004_040M,B16004_040MA,B16004_041E,B16004_041EA,B16004_041M,B16004_041MA,B16004_042E,B16004_042EA,B16004_042M,B16004_042MA,B16004_043E,B16004_043EA,B16004_043M,B16004_043MA,B16004_044E,B16004_044EA,B16004_044M,B16004_044MA,B16004_045E,B16004_045EA,B16004_045M,B16004_045MA,B16004_046E,B16004_046EA,B16004_046M,B16004_046MA,B16004_047E,B16004_047EA,B16004_047M,B16004_047MA,B16004_048E,B16004_048EA,B16004_048M,B16004_048MA,B16004_049E,B16004_049EA,B16004_049M,B16004_049MA,B16004_050E,B16004_050EA,B16004_050M,B16004_050MA,B16004_051E,B16004_051EA,B16004_051M,B16004_051MA,B16004_052E,B16004_052EA,B16004_052M,B16004_052MA,B16004_053E,B16004_053EA,B16004_053M,B16004_053MA,B16004_054E,B16004_054EA,B16004_054M,B16004_054MA,B16004_055E,B16004_055EA,B16004_055M,B16004_055MA,B16004_056E,B16004_056EA,B16004_056M,B16004_056MA,B16004_057E,B16004_057EA,B16004_057M,B16004_057MA,B16004_058E,B16004_058EA,B16004_058M,B16004_058MA,B16004_059E,B16004_059EA,B16004_059M,B16004_059MA,B16004_060E,B16004_060EA,B16004_060M,B16004_060MA,B16004_061E,B16004_061EA,B16004_061M,B16004_061MA,B16004_062E,B16004_062EA,B16004_062M,B16004_062MA,B16004_063E,B16004_063EA,B16004_063M,B16004_063MA,B16004_064E,B16004_064EA,B16004_064M,B16004_064MA,B16004_065E,B16004_065EA,B16004_065M,B16004_065MA,B16004_066E,B16004_066EA,B16004_066M,B16004_066MA,B16004_067E,B16004_067EA,B16004_067M,B16004_067MA,GEO_ID,NAME,state,county,tract,block group
639,,181,,62,,69,,62,,69,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,340,,148,,340,,148,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,237,,111,,237,,111,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009311,"Block Group 1, Census Tract 1009.31, Chesterfield County, Virginia",51,41,100931,1
1569,,424,,214,,110,,214,,110,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,978,,413,,889,,299,,89,,142,,89,,142,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,377,,125,,377,,125,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009312,"Block Group 2, Census Tract 1009.31, Chesterfield County, Virginia",51,41,100931,2
1451,,320,,230,,87,,173,,79,,6,,15,,6,,15,,0,,13,,0,,13,,0,,13,,31,,46,,14,,21,,0,,13,,17,,26,,0,,13,,20,,59,,5,,17,,15,,42,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1068,,226,,921,,184,,33,,38,,33,,38,,0,,13,,0,,13,,0,,13,,72,,69,,58,,67,,14,,21,,0,,13,,0,,13,,42,,67,,19,,31,,7,,21,,16,,25,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,153,,134,,133,,127,,20,,59,,0,,13,,0,,13,,0,,13,,20,,59,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009321,"Block Group 1, Census Tract 1009.32, Chesterfield County, Virginia",51,41,100932,1
1655,,259,,293,,133,,259,,125,,15,,24,,15,,24,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,19,,17,,19,,17,,0,,13,,0,,13,,0,,13,,1055,,162,,950,,147,,30,,48,,30,,48,,0,,13,,0,,13,,0,,13,,56,,57,,43,,52,,13,,21,,0,,13,,0,,13,,19,,25,,6,,10,,13,,19,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,307,,71,,303,,70,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,4,,7,,4,,7,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009322,"Block Group 2, Census Tract 1009.32, Chesterfield County, Virginia",51,41,100932,2
1769,,789,,452,,320,,395,,326,,57,,78,,57,,78,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1133,,470,,1060,,479,,58,,82,,23,,32,,35,,51,,0,,13,,0,,13,,15,,18,,15,,18,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,184,,161,,184,,161,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009332,"Block Group 2, Census Tract 1009.33, Chesterfield County, Virginia",51,41,100933,2
1847,,474,,306,,143,,289,,139,,17,,27,,0,,13,,17,,27,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1244,,378,,1128,,373,,99,,91,,21,,33,,25,,38,,53,,51,,0,,13,,17,,28,,17,,28,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,297,,121,,271,,112,,26,,42,,26,,42,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009341,"Block Group 1, Census Tract 1009.34, Chesterfield County, Virginia",51,41,100934,1
1024,,421,,305,,158,,271,,157,,34,,51,,34,,51,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,605,,294,,513,,286,,92,,134,,92,,134,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,114,,51,,114,,51,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009343,"Block Group 3, Census Tract 1009.34, Chesterfield County, Virginia",51,41,100934,3
1085,,438,,168,,117,,168,,117,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,757,,346,,689,,336,,68,,71,,68,,71,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,160,,75,,160,,75,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009344,"Block Group 4, Census Tract 1009.34, Chesterfield County, Virginia",51,41,100934,4
2408,,498,,602,,247,,602,,247,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1461,,295,,1452,,294,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,9,,15,,9,,15,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,345,,92,,309,,84,,8,,13,,8,,13,,0,,13,,0,,13,,0,,13,,9,,14,,9,,14,,0,,13,,0,,13,,0,,13,,19,,29,,0,,13,,0,,13,,19,,29,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009352,"Block Group 2, Census Tract 1009.35, Chesterfield County, Virginia",51,41,100935,2
1365,,314,,295,,148,,295,,148,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,796,,212,,728,,195,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,59,,81,,59,,81,,0,,13,,0,,13,,0,,13,,9,,13,,9,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,274,,83,,274,,83,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009361,"Block Group 1, Census Tract 1009.36, Chesterfield County, Virginia",51,41,100936,1
2337,,492,,397,,165,,379,,169,,18,,28,,18,,28,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1652,,366,,1514,,422,,106,,156,,106,,156,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,20,,32,,20,,32,,0,,13,,0,,13,,0,,13,,12,,23,,12,,23,,0,,13,,0,,13,,0,,13,,288,,147,,288,,147,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009371,"Block Group 1, Census Tract 1009.37, Chesterfield County, Virginia",51,41,100937,1
1391,,356,,180,,123,,180,,123,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,809,,281,,632,,173,,164,,173,,164,,173,,0,,13,,0,,13,,0,,13,,13,,23,,13,,23,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,402,,105,,402,,105,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009372,"Block Group 2, Census Tract 1009.37, Chesterfield County, Virginia",51,41,100937,2
4113,,1029,,1007,,323,,992,,324,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,15,,23,,15,,23,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,2789,,783,,2647,,796,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,142,,95,,142,,95,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,317,,104,,300,,100,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,17,,27,,0,,18,,17,,27,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,0,,18,,510411009382,"Block Group 2, Census Tract 1009.38, Chesterfield County, Virginia",51,41,100938,2
2227,,628,,618,,245,,618,,245,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1390,,433,,1349,,431,,16,,26,,16,,26,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,25,,45,,0,,13,,25,,45,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,219,,115,,206,,110,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,13,,20,,13,,20,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411010031,"Block Group 1, Census Tract 1010.03, Chesterfield County, Virginia",51,41,101003,1
2501,,559,,597,,257,,567,,253,,30,,48,,30,,48,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1717,,417,,1398,,338,,212,,194,,102,,113,,110,,162,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,93,,103,,93,,103,,0,,13,,0,,13,,0,,13,,14,,24,,14,,24,,0,,13,,0,,13,,0,,13,,187,,91,,187,,91,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411010033,"Block Group 3, Census Tract 1010.03, Chesterfield County, Virginia",51,41,101003,3
1460,,711,,368,,274,,368,,274,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,993,,463,,963,,468,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,30,,48,,30,,48,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,99,,82,,99,,82,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411010034,"Block Group 4, Census Tract 1010.03, Chesterfield County, Virginia",51,41,101003,4
963,,230,,152,,71,,152,,71,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,597,,190,,593,,190,,4,,8,,0,,13,,0,,13,,4,,8,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,214,,60,,214,,60,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411010041,"Block Group 1, Census Tract 1010.04, Chesterfield County, Virginia",51,41,101004,1
1174,,294,,213,,107,,154,,76,,59,,85,,25,,36,,34,,50,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,925,,225,,836,,221,,89,,98,,63,,63,,0,,13,,26,,39,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,36,,52,,36,,52,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411010042,"Block Group 2, Census Tract 1010.04, Chesterfield County, Virginia",51,41,101004,2
2279,,483,,472,,167,,383,,131,,38,,53,,0,,13,,38,,53,,0,,13,,0,,13,,51,,76,,51,,76,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1368,,297,,1189,,261,,44,,53,,44,,53,,0,,13,,0,,13,,0,,13,,70,,106,,70,,106,,0,,13,,0,,13,,0,,13,,65,,108,,22,,38,,43,,74,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,439,,145,,439,,145,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411010043,"Block Group 3, Census Tract 1010.04, Chesterfield County, Virginia",51,41,101004,3
1283,,356,,339,,233,,339,,233,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,862,,178,,769,,180,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,24,,37,,24,,37,,0,,13,,0,,13,,0,,13,,69,,95,,69,,95,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,82,,69,,69,,64,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,13,,22,,0,,13,,13,,22,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411010071,"Block Group 1, Census Tract 1010.07, Chesterfield County, Virginia",51,41,101007,1
1577,,323,,302,,156,,302,,156,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1064,,219,,1014,,218,,18,,30,,18,,30,,0,,13,,0,,13,,0,,13,,16,,25,,16,,25,,0,,13,,0,,13,,0,,13,,16,,26,,16,,26,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,211,,120,,211,,120,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411010072,"Block Group 2, Census Tract 1010.07, Chesterfield County, Virginia",51,41,101007,2
2390,,475,,825,,257,,800,,259,,11,,16,,11,,16,,0,,13,,0,,13,,0,,13,,14,,22,,14,,22,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1455,,287,,1302,,269,,32,,37,,32,,37,,0,,13,,0,,13,,0,,13,,38,,47,,38,,47,,0,,13,,0,,13,,0,,13,,83,,64,,74,,55,,9,,14,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,110,,65,,101,,66,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,9,,14,,9,,14,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411010081,"Block Group 1, Census Tract 1010.08, Chesterfield County, Virginia",51,41,101008,1
2924,,572,,546,,156,,492,,158,,31,,38,,31,,38,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,6,,10,,6,,10,,0,,13,,0,,13,,0,,13,,17,,25,,17,,25,,0,,13,,0,,13,,0,,13,,2050,,513,,1692,,364,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,42,,50,,42,,50,,0,,13,,0,,13,,0,,13,,17,,27,,0,,13,,0,,13,,10,,15,,7,,12,,299,,405,,258,,344,,41,,63,,0,,13,,0,,13,,328,,128,,289,,129,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,31,,48,,31,,48,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,8,,13,,8,,13,,0,,13,,0,,13,,0,,13,,510411010082,"Block Group 2, Census Tract 1010.08, Chesterfield County, Virginia",51,41,101008,2
2015,,363,,342,,144,,342,,144,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1388,,282,,1306,,288,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,7,,12,,0,,13,,7,,12,,0,,13,,0,,13,,75,,78,,2,,4,,45,,53,,28,,29,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,285,,130,,285,,130,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510650201014,"Block Group 4, Census Tract 201.01, Fluvanna County, Virginia",51,65,20101,4
2535,,375,,341,,115,,312,,94,,29,,38,,29,,38,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1563,,414,,1548,,416,,15,,29,,15,,29,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,631,,184,,605,,180,,12,,23,,0,,13,,12,,23,,0,,13,,0,,13,,14,,23,,0,,13,,14,,23,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510650201031,"Block Group 1, Census Tract 201.03, Fluvanna County, Virginia",51,65,20103,1
2047,,449,,386,,199,,373,,195,,13,,23,,0,,13,,13,,23,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1283,,310,,1239,,308,,3,,9,,3,,9,,0,,13,,0,,13,,0,,13,,41,,39,,41,,39,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,378,,168,,360,,167,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,18,,30,,0,,13,,0,,13,,18,,30,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510650201041,"Block Group 1, Census Tract 201.04, Fluvanna County, Virginia",51,65,20104,1
